Sat Mar 14 13:09:05 2015
timestamp,number_of_requests,total_time_test,req_per_sec_v2,speed,traffic_total,traffic_header,traffic_data,min_request,max_request,mean_request,sd_request,sd_percent_request,succeeded_requests,succeeded_failed
1426339038,291,532.3950,546.90,1.28,713823,38121,661734,11.1520,312.9920,88.2600,49.3810,74.81,291,0
1426339043,293,538.0450,544.50,1.28,718729,38383,666282,14.8480,294.3370,86.1640,49.1510,78.53,293,0
1426339049,295,541.0870,544.80,1.28,723635,38645,670830,14.6071,296.6550,88.5640,49.0720,74.44,295,0
1426339057,297,754.3210,463.20,167.77,728541,38907,675378,6.1801,251.0220,70.7110,40.8790,77.24,297,0
1426339066,299,912.9580,388.50,287.23,733447,39169,679926,10.3496,402.4700,77.2470,57.9750,77.76,299,0
1426339073,301,697.8700,485.40,112.79,738353,39431,684474,6.9487,300.8040,79.4360,46.8240,74.22,301,0
1426339079,303,559.9750,540.90,1.26,743259,39693,689022,6.8440,316.4390,87.0150,50.6080,74.42,303,0
1426339085,305,563.3840,540.90,1.27,748165,39955,693570,5.2745,324.0540,87.0330,50.9930,76.79,305,0
1426339091,307,620.6710,516.00,66.88,753071,40217,698118,2.9603,372.7510,84.8600,52.6790,75.34,307,0
1426339100,309,904.2500,448.00,140.14,757977,40479,702666,3.9069,260.4560,71.9450,44.5340,76.57,309,0
1426339108,311,802.7720,444.30,255.08,762883,40741,707214,7.9706,259.6570,71.4100,42.7350,70.22,311,0
1426339115,313,672.5110,514.20,48.16,767789,41003,711762,3.3430,386.2790,85.3630,58.8380,77.70,313,0
1426339121,315,581.0540,541.90,1.27,772695,41265,716310,3.7229,293.1290,87.4660,52.4180,73.62,315,0
1426339127,317,585.7030,540.90,1.27,777601,41527,720858,3.8221,327.1220,86.6360,51.4960,74.45,317,0
1426339133,319,581.7440,548.30,1.28,782507,41789,725406,3.6820,301.8610,86.1820,49.3740,72.60,319,0
1426339142,321,848.0360,444.70,245.45,787413,42051,729954,2.2656,301.0420,67.6400,44.0390,75.89,321,0
1426339152,323,999.5200,389.70,288.07,792319,42313,734502,3.2277,476.1810,81.4030,69.1750,80.40,323,0
1426339158,325,587.9790,553.30,1.30,797225,42575,739050,3.2207,307.9580,87.0000,50.8380,73.97,325,0
1426339164,327,598.3570,546.70,1.28,802131,42837,743598,2.5074,322.8620,83.9950,52.7450,73.36,327,0
1426339171,329,680.1750,512.80,59.41,807037,43099,748146,3.1071,276.0200,84.7970,50.3950,76.32,329,0
1426339181,331,986.8020,440.10,245.19,811943,43361,752694,3.9712,313.1620,75.0390,46.1510,74.47,331,0
1426339192,333,1055.5610,391.10,287.86,816849,43623,757242,4.2047,500.7680,85.1740,78.2500,74.53,333,0
1426339198,335,612.3330,546.70,1.28,821755,43885,761790,4.5750,326.1840,89.3040,53.9580,72.84,335,0
1426339204,337,618.0330,545.30,1.28,826661,44147,766338,4.2333,347.3060,85.6920,54.1590,72.90,337,0
1426339212,339,721.1600,518.50,48.88,831567,44409,770886,3.8770,393.2010,84.4370,65.2820,75.43,339,0
1426339220,341,830.9850,457.60,278.67,836473,44671,775434,4.7180,266.3700,67.5040,42.6090,72.61,341,0
1426339228,343,719.6140,497.80,157.37,841379,44933,779982,4.7940,433.2000,84.1190,64.3830,78.98,343,0
1426339235,345,674.9910,523.30,79.47,846285,45195,784530,3.7986,351.1470,88.1230,54.3280,73.88,345,0
1426339241,347,635.3800,546.20,1.28,851191,45457,789078,5.2890,294.8790,85.6790,53.9230,72.45,347,0
1426339248,349,681.6620,521.90,82.00,856097,45719,793626,8.9540,380.7660,90.0110,59.6950,78.74,349,0
1426339257,351,926.6980,437.80,253.05,861003,45981,798174,4.1504,447.9760,77.0970,63.3420,78.72,351,0
1426339267,353,913.2790,447.80,263.41,865909,46243,802722,5.4140,445.2590,80.0420,66.3960,78.27,353,0
1426339274,355,732.4040,508.00,154.69,870815,46505,807270,4.1750,306.6760,80.4870,49.4680,72.48,355,0
1426339281,357,642.8290,555.10,1.30,875721,46767,811818,6.5810,306.1200,81.0830,50.1270,74.65,357,0
1426339287,359,651.7340,551.30,1.29,880627,47029,816366,5.3200,342.1620,82.2590,51.0770,77.83,359,0
1426339296,361,806.7440,504.70,119.65,885533,47291,820914,6.4990,418.2750,83.3800,62.2260,78.97,361,0
1426339304,363,784.9150,491.90,238.03,890439,47553,825462,3.7458,413.3690,79.2640,54.2270,76.34,363,0
1426339312,365,860.5680,507.60,34.56,895345,47815,830010,5.4671,366.7300,83.7540,53.8700,74.14,365,0
1426339320,367,702.0790,528.30,93.43,900251,48077,834558,6.9740,336.6220,80.2710,51.5660,78.86,367,0
1426339327,369,678.5400,543.70,1.27,905157,48339,839106,8.1100,317.0780,82.4390,51.0870,77.67,369,0
